"","Accession name","CUAL","LNGS","PTLC","DSTA","LFRT","LBTEF","CBTR","NMLB","ANGB","CUAL9M","LVC9M","TNPR9M","PL9M","STRP","STRC","PSTR","NMSR","TTRN","TFWSR","TTRW","TFWSS","TTSW","TTPW","AVPW","ARSR","SRDM"
"499","TMe-1633","Green purple","Medium","Dark green","Absent","50-75% leaf retention","2","Cream","3","450-600","Dark green","Dark green","2","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",7,2.33333333333333,5.2,1.73333333333333,3,1,8.2,2.73333333333333,2,38.3
"502","TMe-1680","Purple","Long","Green purple","Top part","25-50% leaf retention","3","Cream","4","450-600","Purple","Dark green","5","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",12,2.4,5,1,9.2,1.84,14.2,2.84,5,43
"504","TMe-1694","Purple","Long","Green purple","Central part","50-75% leaf retention","1","Cream","3","150-300","Purple","Dark green","5","Long (25-30cm)","Absent","Present","Tending toward horizontal",24,4.8,5.4,1.08,8,1.6,13.4,2.68,7,40.9
"505","TMe-1698","Green purple","Medium","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Green purple","Green purple","3","Medium (15-20cm)","Absent","Present","Tending toward horizontal",5,2.5,2.4,1.2,2,1,4.4,2.2,1,36.5
"506","TMe-1700","Dark green","Medium","Purple","Totally pigmented","25-50% leaf retention","1","Cream","2","450-600","Light green","Green purple","4","Long (25-30cm)","Absent","Absent","Tending toward horizontal",19,3.8,7.2,1.44,5,1,12.2,2.44,8,26.8
"508","TMe-1715","Purple","Long","Green purple","Central part","25-50% leaf retention","3","Cream","3","450-600","Purple","Dark green","5","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",22,4.4,8,1.6,10,2,18,3.6,9,46
"509","TMe-1716","Dark green","Medium","Green purple","Central part","25-50% leaf retention","1","White","1","150-300","Dark green","Dark green","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",3,3,0.6,0.6,1.2,1.2,1.8,1.8,0,41.6
"510","TMe-1721","Green purple","Medium","Green purple","Central part","50-75% leaf retention","2","Cream","2","450-600","Purple","Dark green","3","Medium (15-20cm)","Absent","Present","Tending toward horizontal",16,4,5,1.25,12.2,3.05,17.2,4.3,7,33.7
"511","TMe-1725","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Dark green","Green purple","1","Long (25-30cm)","Short","Absent","Tending toward horizontal",2,1,0.6,0.3,0.8,0.4,1.4,0.7,1,41
"512","TMe-1726","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","2","Cream","2","150-300","Dark green","Green purple","4","Long (25-30cm)","Short","Present","Tending toward horizontal",11,3.66666666666667,6,2,5,1.66666666666667,11,3.66666666666667,0,41
"513","TMe-1730","Purple","Medium","Green purple","Central part","50-75% leaf retention","2","White","3","450-600","Purple","Dark green","4","Long (25-30cm)","Absent","Present","Irregular",24,8,18.4,6.13333333333333,26,8.66666666666667,44.4,14.8,2,34.7
"514","TMe-1732","Dark green","Medium","Green purple","Central part","25-50% leaf retention","0","Cream","0","No branching","Green purple","Light green","3","Medium (15-20cm)","Short","Absent","Tending toward horizontal",3,1.5,1.2,0.6,3,1.5,4.2,2.1,0,37.2
"515","TMe-1738","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Purple","Purple","2","Long (25-30cm)","Short","Present","Tending toward horizontal",7,2.33333333333333,1.8,0.6,4,1.33333333333333,5.8,1.93333333333333,0,24.1
"516","TMe-1754","Green purple","Medium","Green purple","Central part","25-50% leaf retention","1","Cream","0","No branching","Green purple","Dark green","4","Medium (15-20cm)","Short","Absent","Tending toward horizontal",18,4.5,2.4,0.6,5,1.25,7.4,1.85,2,41.2
"517","TMe-1756","Green purple","Medium","Green purple","Central part","25-50% leaf retention","2","Cream","3","750-900","Dark green","Dark green","5","Medium (15-20cm)","Short","Present","Irregular",30,6,8,1.6,16.4,3.28,24.4,4.88,3,46.9
"518","TMe-1760","Purple","Long","Green purple","Central part","50-75% leaf retention","2","Cream","3","450-600","Purple","Dark green","4","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",18,3.6,4,0.8,7,1.4,11,2.2,7,39.6
"519","TMe-1775","Purple","Medium","Red","Absent","25-50% leaf retention","2","Cream","3","450-600","Purple","Dark green","4","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",8,2.66666666666667,1,0.333333333333333,2,0.666666666666667,3,1,0,41.2
"520","TMe-1776","Dark green","Medium","Purple","Totally pigmented","<100% leaf retention","1","Cream","1","450-600","Dark green","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",10,5,1.8,0.9,6,3,7.8,3.9,3,40.8
"521","TMe-1786","Purple","Medium","Green purple","Central part","25-50% leaf retention","0","Cream","0","No branching","Purple","Green purple","5","Long (25-30cm)","Absent","Present","Tending toward horizontal",3,1,0.6,0.2,0.8,0.266666666666667,1.4,0.466666666666667,1,35.1
"522","TMe-1787","Dark green","Medium","Purple","Totally pigmented","<100% leaf retention","0","Cream","0","No branching","Dark green","Green purple","4","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",11,2.75,1.4,0.35,5.6,1.4,7,1.75,0,40
"523","TMe-1790","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Purple","Green purple","5","Long (25-30cm)","Intermediate","Present","Irregular",13,2.6,5,1,1.2,0.24,6.2,1.24,8,34.2
"524","TMe-1792","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Purple","Green purple","1","Long (25-30cm)","Short","Present","Tending toward horizontal",3,1.5,0.4,0.2,0.6,0.3,1,0.5,2,34.9
"525","TMe-1795","Green purple","Medium","Green purple","Central part","25-50% leaf retention","0","Cream","0","No branching","Dark green","Green purple","5","Long (25-30cm)","Absent","Absent","Tending toward horizontal",5,1.25,2.2,0.55,5,1.25,7.2,1.8,0,42
"526","TMe-1797","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Purple","Green purple","4","Long (25-30cm)","Short","Present","Tending toward horizontal",3,1.5,2,1,4.2,2.1,6.2,3.1,0,31.9
"527","TMe-1804","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Purple","Green purple","5","Long (25-30cm)","Intermediate","Present","Irregular",13,3.25,7,1.75,12,3,19,4.75,0,27.3
"528","TMe-1806","Dark green","Medium","Purple","Totally pigmented","25-50% leaf retention","2","Cream","3","450-600","Dark green","Green purple","1","Long (25-30cm)","Short","Present","Irregular",10,10,5,5,7.8,7.8,12.8,12.8,1,40.2
"529","TMe-1809","Green purple","Medium","Light green","Absent","25-50% leaf retention","3","Cream","3","450-600","Green purple","Dark green","2","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",11,5.5,4,2,5,2.5,9,4.5,5,36.2
"530","TMe-1812","Purple","Medium","Green purple","Central part","50-75% leaf retention","2","Cream","2","450-600","Purple","Dark green","4","Long (25-30cm)","Short","Present","Irregular",17,5.66666666666667,5,1.66666666666667,10,3.33333333333333,15,5,1,42.2
"531","TMe-1814","Green purple","Medium","Purple","Totally pigmented","<25% leaf retention","1","Cream","1","150-300","Dark green","Green purple","2","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",3,1.5,0.8,0.4,1.8,0.9,2.6,1.3,0,38.4
"532","TMe-1816","Green purple","Medium","Green purple","Central part","25-50% leaf retention","0","Cream","2","150-300","Purple","Dark green","4","Long (25-30cm)","Short","Present","Tending toward horizontal",19,6.33333333333333,1.2,0.4,4,1.33333333333333,5.2,1.73333333333333,2,32.5
"533","TMe-1817","Dark green","Medium","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","5","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",2,1,0.4,0.2,0.6,0.3,1,0.5,1,40
"534","TMe-1819","Green purple","Short","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Dark green","Green purple","1","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",5,5,0.4,0.4,1.2,1.2,1.6,1.6,3,45
"535","TMe-1820","Green purple","Medium","Purple","Totally pigmented","<100% leaf retention","2","White","4","150-300","Dark green","Green purple","5","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",10,2,7,1.4,4,0.8,11,2.2,2,44.1
"536","TMe-1823","Green purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","2","450-600","Purple","Green purple","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",11,2.75,4,1,8,2,12,3,2,41.1
"537","TMe-1827","Purple","Long","Green purple","Central part","50-75% leaf retention","0","Cream","0","No branching","Purple","Dark green","3","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",6,3,3,1.5,2.4,1.2,5.4,2.7,5,44.3
"538","TMe-1830","Dark green","Medium","Green purple","Central part","50-75% leaf retention","0","Cream","1","150-300","Dark green","Green purple","4","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",3,0.75,2,0.5,1.6,0.4,3.6,0.9,0,41.6
"539","TMe-1831","Green purple","Medium","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Green purple","Green purple","3","Medium (15-20cm)","Short","Present","Irregular",20,6.66666666666667,4,1.33333333333333,11.2,3.73333333333333,15.2,5.06666666666667,3,39.7
"540","TMe-1834","Purple","Long","Green purple","Top part","25-50% leaf retention","3","Cream","3","450-600","Purple","Dark green","4","Medium (15-20cm)","Short","Present","Tending toward horizontal",12,3,4.6,1.15,12.2,3.05,16.8,4.2,3,42.2
"541","TMe-1836","Dark green","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Dark green","Green purple","3","Long (25-30cm)","Short","Present","Tending toward horizontal",14,4.66666666666667,2.8,0.933333333333333,5.2,1.73333333333333,8,2.66666666666667,0,36.2
"542","TMe-1838","Dark green","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",16,4,7.6,1.9,18.4,4.6,26,6.5,3,37.2
"543","TMe-1847","Green purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","4","450-600","Purple","Dark green","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",25,5,5.6,1.12,10.2,2.04,15.8,3.16,8,30.9
"544","TMe-1851","Dark green","Medium","Green purple","Central part","50-75% leaf retention","0","Cream","1","450-600","Green purple","Green purple","4","Long (25-30cm)","Short","Present","Irregular",26,5.2,6,1.2,11.6,2.32,17.6,3.52,2,43.1
"545","TMe-1858","Green purple","Medium","Green purple","Central part","<100% leaf retention","0","Cream","1","450-600","Dark green","Green purple","5","Medium (15-20cm)","Absent","Present","Irregular",21,5.25,7.2,1.8,9.8,2.45,17,4.25,4,46.5
"546","TMe-1859","Purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","2","150-300","Purple","Dark green","4","Medium (15-20cm)","Short","Absent","Tending toward horizontal",14,3.5,2.4,0.6,4.2,1.05,6.6,1.65,1,36.4
"547","TMe-1860","Purple","Medium","Green purple","Central part","50-75% leaf retention","0","Cream","0","No branching","Purple","Dark green","5","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",8,2.66666666666667,3.2,1.06666666666667,5,1.66666666666667,8.2,2.73333333333333,3,33.8
"548","TMe-1862","Purple","Long","Green purple","Central part","50-75% leaf retention","3","Cream","2","450-600","Purple","Dark green","5","Long (25-30cm)","Short","Present","Irregular",19,3.8,5.2,1.04,8,1.6,13.2,2.64,0,43.8
"549","TMe-1863","Purple","Medium","Purple","Totally pigmented","<100% leaf retention","0","Cream","0","No branching","Purple","Green purple","5","Long (25-30cm)","Absent","Present","Tending toward horizontal",17,3.4,6,1.2,7.4,1.48,13.4,2.68,5,40.1
"550","TMe-1864","Green purple","Medium","Green purple","Central part","<100% leaf retention","0","Cream","0","No branching","Green purple","Green purple","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",9,3,4,1.33333333333333,3.2,1.06666666666667,7.2,2.4,6,32.5
"551","TMe-1867","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","2","450-600","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",8,2.66666666666667,3.4,1.13333333333333,4.6,1.53333333333333,8,2.66666666666667,4,38.4
"552","TMe-1868","Dark green","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","1","450-600","Dark green","Green purple","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",9,3,5.4,1.8,2.8,0.933333333333333,8.2,2.73333333333333,4,30.9
"553","TMe-1869","Purple","Medium","Green purple","Central part","50-75% leaf retention","4","Cream","4","450-600","Purple","Green purple","5","Medium (15-20cm)","Short","Absent","Tending toward horizontal",17,4.25,3,0.75,5.6,1.4,8.6,2.15,3,36.2
"554","TMe-1871","Purple","Long","Green purple","Top part","50-75% leaf retention","4","Cream","3","450-600","Purple","Green purple","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",21,4.2,9.4,1.88,10,2,19.4,3.88,2,40.4
"555","TMe-1873","Purple","Medium","Green purple","Central part","25-50% leaf retention","2","Cream","1","450-600","Purple","Dark green","3","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",2,2,0.8,0.8,2.4,2.4,3.2,3.2,0,45.5
"556","TMe-1875","Green purple","Medium","Green purple","Top and bottom","50-75% leaf retention","3","White","5","750-900","Green purple","Green","1","Medium (15-20cm)","Short","Present","Irregular",3,3,2.8,2.8,4.8,4.8,7.6,7.6,0,42.6
"557","TMe-1877","Purple","Long","Green purple","Top part","50-75% leaf retention","3","Cream","3","450-600","Purple","Dark green","4","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",14,3.5,3.8,0.95,7,1.75,10.8,2.7,2,39.2
"558","TMe-1879","Purple","Medium","Green purple","Top part","50-75% leaf retention","3","Cream","3","450-600","Purple","Dark green","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",17,3.4,6.8,1.36,9.6,1.92,16.4,3.28,1,43.2
"559","TMe-1880","Green purple","Long","Green purple","Top part","50-75% leaf retention","3","Cream","4","450-600","Purple","Dark green","5","Medium (15-20cm)","Short","Present","Irregular",25,6.25,7.2,1.8,11.2,2.8,18.4,4.6,3,35.2
"560","TMe-1883","Green purple","Medium","Green purple","Top and bottom","50-75% leaf retention","3","Cream","5","450-600","Green purple","Light green","4","Medium (15-20cm)","Absent","Present","Tending toward horizontal",13,3.25,4.2,1.05,8,2,12.2,3.05,3,43.2
"561","TMe-1885","Green purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","3","450-600","Green purple","Dark green","5","Long (25-30cm)","Intermediate","Absent","Irregular",24,4.8,4.6,0.92,9.8,1.96,14.4,2.88,0,35.9
"562","TMe-1886","Purple","Medium","Green purple","Central part","50-75% leaf retention","2","White","3","450-600","Purple","Green purple","5","Long (25-30cm)","Short","Present","Tending toward horizontal",30,6,6.4,1.28,13.2,2.64,19.6,3.92,3,39
"563","TMe-1889","Purple","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Purple","Green purple","4","Long (25-30cm)","Intermediate","Present","Irregular",18,4.5,3,0.75,7.6,1.9,10.6,2.65,0,33.3
"564","TMe-1890","Dark green","Medium","Green purple","Central part","50-75% leaf retention","0","Cream","1","450-600","Green","Green purple","2","Long (25-30cm)","Short","Present","Tending toward horizontal",9,4.5,3.4,1.7,6,3,9.4,4.7,2,36
"565","TMe-1891","Purple","Medium","Purple","Totally pigmented","50-75% leaf retention","3","Cream","3","450-600","Purple","Green purple","5","Medium (15-20cm)","Short","Present","Irregular",30,6,7.2,1.44,15,3,22.2,4.44,3,29.7
"568","TMe-1897","Dark green","Medium","Purple","Totally pigmented","50-75% leaf retention","2","White","3","450-600","Light green","Green purple","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",7,2.33333333333333,7,2.33333333333333,3,1,10,3.33333333333333,1,43.1
"569","TMe-1900","Green purple","Medium","Green purple","Central part","50-75% leaf retention","0","Cream","1","450-600","Green","Green purple","5","Medium (15-20cm)","Intermediate","Present","Irregular",20,4,10,2,15,3,25,5,1,45.2
"570","TMe-1901","Purple","Medium","Green purple","Top part","50-75% leaf retention","2","Cream","2","450-600","Purple","Dark green","3","Medium (15-20cm)","Short","Present","Tending toward horizontal",8,4,4.6,2.3,6,3,10.6,5.3,2,40.2
"571","TMe-1902","Green purple","Medium","Light green","Absent","50-75% leaf retention","2","Cream","4","450-600","Green purple","Dark green","5","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",17,3.4,8,1.6,10,2,18,3.6,4,38.4
"572","TMe-1903","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","3","Cream","2","450-600","Purple","Green purple","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",12,3,12,3,10,2.5,22,5.5,1,41.2
"573","TMe-1904","Purple","Medium","Green purple","Central part","50-75% leaf retention","2","Cream","2","450-600","Purple","Purple","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",10,3.33333333333333,5.2,1.73333333333333,6,2,11.2,3.73333333333333,2,39.2
"574","TMe-1906","Green purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","1","450-600","Green purple","Green purple","4","Medium (15-20cm)","Short","Absent","Tending toward horizontal",9,2.25,3.4,0.85,7.4,1.85,10.8,2.7,0,41.1
"575","TMe-1907","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Green","Dark green","1","Medium (15-20cm)","Intermediate","Present","Irregular",3,3,2,2,3.2,3.2,5.2,5.2,0,24.6
"576","TMe-1910","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Purple","Green purple","4","Long (25-30cm)","Short","Present","Tending toward horizontal",13,4.33333333333333,8.2,2.73333333333333,7.1,2.36666666666667,15.3,5.1,2,44.7
"577","TMe-1914","Green purple","Medium","Green purple","Central part","50-75% leaf retention","0","White","1","450-600","Green purple","Green purple","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",13,2.6,8.4,1.68,4.6,0.92,13,2.6,6,34.1
"578","TMe-1916","Purple","Medium","Purple","Totally pigmented","50-75% leaf retention","2","Yellow","3","450-600","Green purple","Green purple","3","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",7,2.33333333333333,4.2,1.4,5,1.66666666666667,9.2,3.06666666666667,2,36.5
"579","TMe-1919","Purple","Medium","Green purple","Top part","<100% leaf retention","0","White","0","No branching","Purple","Dark green","2","Long (25-30cm)","Short","Present","Tending toward horizontal",20,10,12,6,15,7.5,27,13.5,3,34
"580","TMe-1922","Dark green","Medium","Green purple","Central part","<100% leaf retention","0","Cream","1","150-300","Dark green","Purple","5","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",21,4.2,15.2,3.04,10,2,25.2,5.04,2,43.2
"581","TMe-1923","Purple","Long","Purple","Totally pigmented","50-75% leaf retention","3","Cream","3","450-600","Purple","Green purple","4","Long (25-30cm)","Short","Present","Tending toward horizontal",21,5.25,8,2,12,3,20,5,4,42
"582","TMe-1924","Purple","Medium","Green purple","Central part","50-75% leaf retention","2","White","1","450-600","Purple","Dark green","3","Medium (15-20cm)","Short","Present","Tending toward horizontal",9,3,2,0.666666666666667,3.2,1.06666666666667,5.2,1.73333333333333,3,20
"583","TMe-1930","Purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","4","450-600","Purple","Green purple","3","Long (25-30cm)","Short","Present","Tending toward horizontal",13,3.25,6.2,1.55,10.4,2.6,16.6,4.15,0,39.5
"584","TMe-1931","Purple","Medium","Green purple","Central part","50-75% leaf retention","3","White","4","450-600","Purple","Green purple","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",18,6,7,2.33333333333333,1.1,0.366666666666667,8.1,2.7,5,43.1
"585","TMe-1934","Purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","4","450-600","Dark green","Dark green","3","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",12,6,6,3,6,3,12,6,2,26
"586","TMe-1935","Green purple","Medium","Green purple","Central part","<100% leaf retention","4","Cream","5","450-600","Purple","Green purple","4","Long (25-30cm)","Short","Present","Tending toward horizontal",18,6,6,2,9,3,15,5,2,26
"587","TMe-1939","Purple","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Purple","Green purple","4","Long (25-30cm)","Absent","Absent","Irregular",6,3,2,1,0.4,0.2,2.4,1.2,5,36.8
"588","TMe-1940","Green purple","Medium","Green purple","Central part","50-75% leaf retention","4","Cream","4","150-300","Dark green","Green purple","2","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",15,5,10,3.33333333333333,6,2,16,5.33333333333333,2,36.1
"591","TMe-1945","Green purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","4","450-600","Purple","Dark green","5","Medium (15-20cm)","Absent","Present","Tending toward horizontal",25,6.25,14.8,3.7,20,5,34.8,8.7,5,35.7
"592","TMe-1948","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","2","Cream","2","150-300","Dark green","Green purple","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",17,4.25,9.4,2.35,8,2,17.4,4.35,6,41.8
"593","TMe-1955","Green purple","Medium","Green purple","Central part","25-50% leaf retention","1","Cream","1","450-600","Green purple","Green purple","3","Medium (15-20cm)","Short","Present","Tending toward horizontal",8,4,2,1,7,3.5,9,4.5,2,32
"594","TMe-1957","Purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","3","450-600","Green purple","Dark green","5","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",8,2,2.2,0.55,4,1,6.2,1.55,1,38.5
"595","TMe-1958","Green purple","Medium","Green purple","Central part","50-75% leaf retention","1","Cream","1","450-600","Green purple","Dark green","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",30,6,6.8,1.36,20,4,26.8,5.36,8,36.5
"596","TMe-1959","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","2","Cream","1","150-300","Green purple","Green purple","3","Medium (15-20cm)","Short","Present","Tending toward horizontal",8,4,2,1,4,2,6,3,0,45
"597","TMe-1960","Green purple","Medium","Green purple","Top part","50-75% leaf retention","1","Yellow","1","150-300","Dark green","Dark green","3","Medium (15-20cm)","Short","Absent","Tending toward horizontal",2,1,4,2,3.8,1.9,7.8,3.9,0,34.7
"599","TMe-1963","Green purple","Medium","Green purple","Top part","50-75% leaf retention","1","Cream","1","450-600","Dark green","Dark green","2","Long (25-30cm)","Absent","Absent","Tending toward horizontal",5,2.5,6.2,3.1,11.4,5.7,17.6,8.8,3,45.9
"600","TMe-1964","Green purple","Medium","Green purple","Central part","<100% leaf retention","1","Cream","1","150-300","Dark green","Green purple","5","Long (25-30cm)","Short","Present","Irregular",4,2,0.8,0.4,0.2,0.1,1,0.5,2,40
"601","TMe-1965","Purple","Medium","Purple","Totally pigmented","25-50% leaf retention","0","Cream","0","No branching","Purple","Green purple","4","Long (25-30cm)","Short","Present","Tending toward horizontal",4,1,5,1.25,5,1.25,10,2.5,2,40.2
"603","TMe-1969","Dark green","Medium","Green purple","Central part","50-75% leaf retention","0","Cream","0","No branching","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",5,1.66666666666667,2.2,0.733333333333333,4,1.33333333333333,6.2,2.06666666666667,2,42.1
"604","TMe-1973","Dark green","Medium","Green purple","Central part","50-75% leaf retention","1","White","1","450-600","Dark green","Green purple","5","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",23,5.75,6.4,1.6,10.2,2.55,16.6,4.15,2,42
"605","TMe-1975","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","3","Cream","3","450-600","Green purple","Green purple","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",32,6.4,10.2,2.04,16.8,3.36,27,5.4,2,34.3
"606","TMe-1979","Purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","3","450-600","Purple","Dark green","5","Medium (15-20cm)","Absent","Present","Tending toward horizontal",25,5,8.2,1.64,10.2,2.04,18.4,3.68,4,38.9
"607","TMe-1981","Green purple","Medium","Green purple","Central part","50-75% leaf retention","2","Cream","1","150-300","Dark green","Dark green","4","Medium (15-20cm)","Short","Absent","Tending toward horizontal",8,2.66666666666667,3,1,5,1.66666666666667,8,2.66666666666667,4,35
"608","TMe-1985","Purple","Medium","Light green","Absent","50-75% leaf retention","3","Cream","4","450-600","Purple","Dark green","5","Medium (15-20cm)","Short","Present","Irregular",32,6.4,18,3.6,22,4.4,40,8,5,41.9
"609","TMe-1987","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","2","Cream","2","450-600","Dark green","Green purple","5","Long (25-30cm)","Long","Present","Tending toward horizontal",13,3.25,15,3.75,6,1.5,21,5.25,7,45.2
"611","TMe-1992","Purple","Medium","Light green","Absent","25-50% leaf retention","2","Cream","2","450-600","Purple","Dark green","4","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",14,3.5,10.2,2.55,16,4,26.2,6.55,0,40.3
"612","TMe-1993","Purple","Medium","Purple","Totally pigmented","25-50% leaf retention","3","Cream","0","No branching","Purple","Green purple","2","Long (25-30cm)","Short","Present","Tending toward horizontal",2,2,4.2,4.2,3,3,7.2,7.2,0,37.6
"613","TMe-1995","Green purple","Medium","Green purple","Central part","50-75% leaf retention","3","White","4","450-600","Green purple","Green","2","Medium (15-20cm)","Short","Present","Tending toward horizontal",8,8,3,3,6,6,9,9,2,42.5
"614","TMe-1996","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","3","Cream","2","450-600","Green purple","Green purple","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",12,3,5.2,1.3,11,2.75,16.2,4.05,0,42.6
"615","TMe-2000","Purple","Medium","Green purple","Central part","<100% leaf retention","0","Cream","0","No branching","Green purple","Dark green","5","Long (25-30cm)","Short","Present","Tending toward horizontal",15,3.75,5.8,1.45,4.4,1.1,10.2,2.55,3,40.2
"616","TMe-2004","Dark green","Medium","Green purple","Central part","50-75% leaf retention","1","Cream","1","150-300","Light green","Green purple","3","Long (25-30cm)","Intermediate","Absent","Tending toward horizontal",16,4,2,0.5,3.8,0.95,5.8,1.45,2,41.5
"617","TMe-2009","Purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","3","450-600","Purple","Dark green","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",14,2.8,5.2,1.04,10.4,2.08,15.6,3.12,2,40.4
"618","TMe-2010","Dark green","Medium","Green purple","Central part","50-75% leaf retention","5","Cream","8","450-600","Dark green","Green purple","2","Long (25-30cm)","Long","Present","Tending toward horizontal",4,2,11.2,5.6,6.2,3.1,17.4,8.7,0,35.4
"619","TMe-2015","Purple","Long","Green purple","Central part","50-75% leaf retention","2","Cream","1","450-600","Purple","Dark green","2","Medium (15-20cm)","Short","Present","Irregular",15,7.5,4,2,7.2,3.6,11.2,5.6,3,38.4
"620","TMe-2016","Purple","Medium","Green purple","Top part","50-75% leaf retention","3","Cream","3","450-600","Purple","Dark green","2","Medium (15-20cm)","Intermediate","Present","Tending toward horizontal",6,3,2,1,5.2,2.6,7.2,3.6,3,44.7
"621","TMe-2018","Purple","Medium","Green purple","Top part","50-75% leaf retention","3","Yellow","5","450-600","Purple","Dark green","2","Long (25-30cm)","Short","Present","Tending toward horizontal",11,5.5,4,2,6.2,3.1,10.2,5.1,4,41.3
"622","TMe-2020","Purple","Long","Purple","Totally pigmented","50-75% leaf retention","1","Cream","2","450-600","Purple","Green purple","4","Medium (15-20cm)","Intermediate","Absent","Tending toward horizontal",15,3.75,4.2,1.05,8.4,2.1,12.6,3.15,5,31.6
